,r_fighter,b_fighter,r_odds,b_odds,r_ev,b_ev,date,winner,title_bout,weight_class,gender,no_of_rounds,b_current_lose_streak,b_current_win_streak,b_draw,b_avg_sig_str_landed,b_avg_sig_str_pct,b_avg_sub_att,b_avg_td_landed,b_avg_td_pct,b_longest_win_streak,b_losses,b_total_rounds_fought,b_total_title_bouts,b_win_by_decision_majority,b_win_by_decision_split,b_win_by_decision_unanimous,b_win_by_ko_tko,b_win_by_submission,b_win_by_tko_doctor_stoppage,b_wins,b_stance,b_height_cms,b_reach_cms,b_weight_lbs,r_current_lose_streak,r_current_win_streak,r_draw,r_avg_sig_str_landed,r_avg_sig_str_pct,r_avg_sub_att,r_avg_td_landed,r_avg_td_pct,r_longest_win_streak,r_losses,r_total_rounds_fought,r_total_title_bouts,r_win_by_decision_majority,r_win_by_decision_split,r_win_by_decision_unanimous,r_win_by_ko_tko,r_win_by_submission,r_win_by_tko_doctor_stoppage,r_wins,r_stance,r_height_cms,r_reach_cms,r_weight_lbs,r_age,b_age,lose_streak_dif,win_streak_dif,longest_win_streak_dif,win_dif,loss_dif,total_round_dif,total_title_bout_dif,ko_dif,sub_dif,height_dif,reach_dif,age_dif,sig_str_dif,avg_sub_att_dif,avg_td_dif,empty_arena,b_match_weightclass_rank,r_match_weightclass_rank,r_womens_flyweight_rank,r_womens_featherweight_rank,r_womens_strawweight_rank,r_womens_bantamweight_rank,r_heavyweight_rank,r_light_heavyweight_rank,r_middleweight_rank,r_welterweight_rank,r_lightweight_rank,r_featherweight_rank,r_bantamweight_rank,r_flyweight_rank,r_pound_for_pound_rank,b_womens_flyweight_rank,b_womens_featherweight_rank,b_womens_strawweight_rank,b_womens_bantamweight_rank,b_heavyweight_rank,b_light_heavyweight_rank,b_middleweight_rank,b_welterweight_rank,b_lightweight_rank,b_featherweight_rank,b_bantamweight_rank,b_flyweight_rank,b_pound_for_pound_rank,better_rank,finish,finish_details,finish_round,finish_round_time,total_fight_time_secs,r_dec_odds,b_dec_odds,r_sub_odds,b_sub_odds,r_ko_odds,b_ko_odds,city,region,country
28,Nate Maness,Tony Gravely,170,-200,170.0,50.0,2021-09-18,Red,False,Bantamweight,MALE,3,0,2,0,4.14,0.54,0.6,5.57,0.48,2,1,11,0,0,1,0,2,0,0,3,Orthodox,165.1,175.26,135,0,2,0,2.87,0.46,0.5,1.52,0.75,2,0,5,0,0,0,1,0,1,0,2,Orthodox,177.8,182.88,135,30,29,0,0,0,1,1,6,0,2,-1,-12.700000000000015,-7.620000000000003,-1,1.2699999999999996,0.0999999999999999,4.050000000000001,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,2,2:10,430,330,140,800,700,1000,330,Las Vegas,Nevada,USA
27,Arman Tsarukyan,Christos Giagos,-850,575,11.76470588235294,575.0,2021-09-18,Red,False,Lightweight,MALE,3,0,2,0,2.88,0.41,0.5,3.31,0.41,2,4,21,0,0,0,3,0,2,0,5,Orthodox,177.8,180.34,155,0,3,0,3.59,0.46,0.0,3.38,0.34,3,1,12,0,0,0,3,0,0,0,3,Orthodox,170.18,182.88,155,24,31,0,-1,-1,2,3,9,0,0,2,7.620000000000003,-2.539999999999992,7,-0.71,0.5,-0.0699999999999998,1,,14,,,,,,,,,14,,,,,,,,,,,,,,,,,,Red,KO/TKO,Punches,1,2:09,129,-135,900,350,2800,330,2200,Las Vegas,Nevada,USA
26,Ariane Lipski,Mandy Bohm,-125,105,80.0,105.0,2021-09-18,Red,False,Women's Flyweight,FEMALE,3,0,0,0,2.4,0.33,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,170.18,180.34,125,2,0,0,3.33,0.36,0.4,0.19,0.2,2,4,14,0,0,0,1,0,1,0,2,Orthodox,167.64,170.18,125,27,32,-2,0,-2,-2,-4,-14,0,0,-1,2.539999999999992,10.159999999999997,5,-0.9300000000000002,-0.4,-0.19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,215,180,500,1100,400,800,Las Vegas,Nevada,USA
25,Ion Cutelaba,Devin Clark,-170,150,58.82352941176471,150.0,2021-09-18,Red,False,Light Heavyweight,MALE,3,1,0,0,3.13,0.56,0.1,2.51,0.34,2,5,25,0,0,0,6,0,0,0,6,Orthodox,182.88,190.5,205,2,0,1,4.91,0.42,0.0,4.39,0.6,2,5,19,0,0,0,1,3,0,0,4,Southpaw,185.42,190.5,205,27,31,-1,0,0,2,0,6,0,-3,0,-2.5400000000000205,0.0,4,-1.7800000000000002,0.1,-1.88,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,600,250,1800,1400,-110,650,Las Vegas,Nevada,USA
24,Anthony Smith,Ryan Spann,-150,130,66.66666666666666,130.0,2021-09-18,Red,False,Light Heavyweight,MALE,5,0,1,0,3.43,0.44,1.6,1.58,0.38,5,2,13,0,0,1,1,2,2,0,6,Orthodox,195.58,200.66,205,0,2,0,3.03,0.47,0.8,0.46,0.28,3,8,47,1,0,0,1,7,4,0,12,Orthodox,193.04,193.04,205,33,30,0,-1,2,-6,-6,-34,-1,-5,-2,2.5400000000000205,7.620000000000003,-3,0.4000000000000003,0.8,1.12,1,11,6,,,,,,6,,,,,,,,,,,,,11,,,,,,,,Red,SUB,Rear Naked Choke,1,3:47,227,450,750,330,500,225,330,Las Vegas,Nevada,USA
42,Molly McCann,Ji Yeon Kim,-120,100,83.33333333333334,100.0,2021-09-04,Red,False,Women's Flyweight,FEMALE,3,1,0,0,5.04,0.34,0.0,0.0,0.0,2,3,17,0,0,2,0,1,0,0,3,Orthodox,170.18,182.88,125,2,0,0,5.67,0.49,0.6,1.7,0.32,3,3,17,0,0,0,3,0,0,0,3,Orthodox,162.56,157.48,125,31,31,-1,0,-1,0,0,0,0,1,0,7.620000000000003,25.40000000000001,0,-0.6299999999999999,-0.6,-1.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,130,140,1100,1100,1000,1100,Las Vegas,Nevada,USA
45,Dalcha Lungiambula,Marc-Andre Barriault,140,-160,140.0,62.5,2021-09-04,Blue,False,Middleweight,MALE,3,0,1,0,5.8,0.46,0.0,0.35,0.25,1,3,14,0,0,0,0,1,0,0,1,Orthodox,185.42,187.96,185,0,1,0,2.97,0.43,0.0,2.05,0.46,1,1,9,0,0,0,1,1,0,0,2,Orthodox,172.72,193.04,185,34,31,0,0,0,-1,2,5,0,0,0,12.700000000000015,-5.079999999999984,-3,2.83,0.0,-1.6999999999999995,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,350,250,2200,800,350,175,Las Vegas,Nevada,USA
44,Julian Erosa,Charles Jourdain,170,-200,170.0,50.0,2021-09-04,Red,False,Catch Weight,MALE,3,0,1,1,5.07,0.46,0.6,0.0,0.0,1,2,14,0,0,0,0,2,0,0,2,Switch,175.26,175.26,145,1,0,0,5.55,0.47,0.9,1.45,0.5,2,5,19,0,0,1,0,2,1,0,4,Southpaw,185.42,187.96,145,32,25,-1,1,-1,-2,-3,-5,0,0,-1,-10.160000000000023,-12.700000000000015,-7,-0.4799999999999995,-0.3,-1.45,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,D'Arce Choke,3,2:56,776,450,500,600,1200,550,-110,Las Vegas,Nevada,USA
43,Jack Shore,Liudvik Sholinian,-630,450,15.873015873015872,450.0,2021-09-04,Red,False,Bantamweight,MALE,3,0,0,0,1.27,0.2,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,180.34,135,0,3,0,4.03,0.58,0.9,4.47,0.41,3,0,8,0,0,1,0,0,2,0,3,Orthodox,172.72,180.34,135,26,31,0,-3,-3,-3,0,-8,0,0,-2,5.0800000000000125,0.0,5,-2.76,-0.9,-4.47,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,150,800,175,2200,350,1400,Las Vegas,Nevada,USA
38,Tom Aspinall,Serghei Spivac,-240,195,41.66666666666667,195.0,2021-09-04,Red,False,Heavyweight,MALE,3,0,3,0,3.71,0.49,0.2,2.72,0.57,3,2,14,0,1,0,1,1,1,0,4,Orthodox,190.5,198.12,260,0,3,0,7.19,0.65,1.4,2.73,1.0,3,0,4,0,0,0,0,2,1,0,3,Orthodox,195.58,198.12,256,28,26,0,0,0,1,2,10,0,-1,0,-5.0800000000000125,0.0,-2,-3.4800000000000004,-1.2,-0.0099999999999997,1,14,13,,,,,13,,,,,,,,,,,,,14,,,,,,,,,Red,KO/TKO,Elbow,1,2:30,150,400,550,500,800,120,550,Las Vegas,Nevada,USA
41,Paddy Pimblett,Luigi Vendramini,-145,125,68.96551724137932,125.0,2021-09-04,Red,False,Lightweight,MALE,3,1,0,0,2.82,0.4,0.6,1.11,0.15,1,2,6,0,0,0,0,1,0,0,1,Orthodox,172.72,185.42,155,0,0,0,10.64,0.58,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,185.42,155,26,25,1,0,1,1,2,6,0,1,0,-5.0800000000000125,0.0,-1,-7.82,0.6,1.11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,1,4:25,265,300,380,275,800,350,400,Las Vegas,Nevada,USA
39,Alex Morono,David Zawada,-125,105,80.0,105.0,2021-09-04,Red,False,Welterweight,MALE,3,1,0,0,3.84,0.41,1.7,0.97,0.33,1,3,10,0,0,0,0,0,1,0,1,Orthodox,182.88,190.5,170,0,1,0,5.14,0.42,0.4,0.38,0.25,3,4,30,0,0,1,4,2,1,0,8,Orthodox,180.34,182.88,170,31,31,1,-1,-2,-7,-1,-20,0,-2,0,2.539999999999992,7.620000000000003,0,-1.2999999999999998,1.2999999999999998,0.59,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,180,250,600,650,500,500,Las Vegas,Nevada,USA
37,Derek Brunson,Darren Till,130,-150,130.0,66.66666666666666,2021-09-04,Red,False,Middleweight,MALE,5,1,0,1,2.26,0.46,0.0,0.5,0.41,4,3,29,1,0,1,3,2,0,0,6,Southpaw,182.88,187.96,185,0,4,0,3.45,0.47,0.5,3.15,0.34,5,6,44,0,0,0,7,7,2,0,16,Southpaw,185.42,195.58,185,37,28,1,-4,-1,-10,-3,-15,1,-5,-2,-2.5400000000000205,-7.620000000000003,-9,-1.1900000000000004,-0.5,-2.65,1,7,5,,,,,,,5,,,,,,,,,,,,,7,,,,,,,Red,SUB,Rear Naked Choke,3,2:13,733,450,350,2000,1600,300,130,Las Vegas,Nevada,USA
40,Modestas Bukauskas,Khalil Rountree Jr.,-160,140,62.5,140.0,2021-09-04,Blue,False,Light Heavyweight,MALE,3,2,0,0,3.24,0.38,0.2,0.0,0.0,3,5,18,0,0,0,1,3,0,0,4,Southpaw,185.42,193.04,205,2,0,0,3.59,0.37,0.0,0.0,0.0,1,2,5,0,0,0,0,1,0,0,1,Switch,190.5,198.12,205,27,31,0,0,2,3,3,13,0,2,0,-5.079999999999984,-5.0800000000000125,4,-0.3499999999999996,0.2,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Kick,2,2:30,450,275,650,1100,2800,165,225,Las Vegas,Nevada,USA
52,Alessio Di Chirico,Abdul Razak Alhassan,-265,215,37.735849056603776,215.0,2021-08-28,Blue,False,Middleweight,MALE,3,3,0,0,3.71,0.48,0.0,0.53,0.28,3,4,14,0,0,0,0,4,0,0,4,Orthodox,177.8,185.42,185,0,1,0,3.3,0.41,0.0,1.62,0.45,2,5,22,0,0,2,0,2,0,0,4,Orthodox,182.88,187.96,185,31,36,3,-1,1,0,-1,-8,0,2,0,-5.079999999999984,-2.539999999999992,5,0.4100000000000001,0.0,-1.09,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Kick,1,0:17,17,175,700,650,3500,175,350,Las Vegas,Nevada,USA
57,Mana Martinez,Guido Cannetti,-305,240,32.78688524590164,240.0,2021-08-28,Red,False,Bantamweight,MALE,3,2,0,0,3.2,0.54,0.2,2.04,0.5,1,4,12,0,0,0,2,0,0,0,2,Southpaw,167.64,172.72,135,1,0,0,4.84,0.5,0.9,1.73,0.66,0,1,1,0,0,0,0,0,0,0,0,Orthodox,177.8,177.8,135,25,41,1,0,1,2,3,11,0,0,0,-10.159999999999997,-5.0800000000000125,16,-1.6399999999999997,-0.7,0.31,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3,5:00,900,450,550,900,700,-135,900,Las Vegas,Nevada,USA
56,Jamall Emmers,Pat Sabatini,-150,130,66.66666666666666,130.0,2021-08-28,Blue,False,Featherweight,MALE,3,0,1,0,1.6,0.5,2.7,0.89,0.16,1,0,3,0,0,0,1,0,0,0,1,Orthodox,172.72,177.8,145,0,1,0,5.73,0.53,0.4,2.76,0.53,1,2,8,0,0,0,1,0,0,0,1,Orthodox,177.8,187.96,145,32,30,0,0,0,0,-2,-5,0,0,0,-5.0800000000000125,-10.159999999999997,-2,-4.130000000000001,2.3000000000000003,-1.87,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Heel Hook,1,1:53,113,120,275,1100,450,550,1100,Las Vegas,Nevada,USA
55,JJ Aldrich,Vanessa Demopoulos,-475,350,21.052631578947366,350.0,2021-08-28,Red,False,Women's Flyweight,FEMALE,3,1,0,0,3.13,0.42,1.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,157.48,149.86,125,0,1,0,4.05,0.44,0.0,0.82,0.41,3,3,23,0,0,1,4,0,0,0,5,Southpaw,165.1,170.18,125,28,32,1,-1,-3,-5,-2,-20,0,0,0,-7.620000000000003,-20.32,4,-0.92,1.0,-0.82,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,-175,525,1000,1600,380,1800,Las Vegas,Nevada,USA
54,Dustin Jacoby,Darren Stewart,-200,170,50.0,170.0,2021-08-28,Red,False,Light Heavyweight,MALE,3,2,0,0,3.05,0.45,0.1,1.75,0.45,3,6,28,0,0,1,1,2,1,0,5,Orthodox,182.88,187.96,205,0,3,1,4.32,0.49,0.0,0.35,0.4,3,2,16,0,0,0,2,1,0,0,3,Orthodox,190.5,193.04,205,33,30,2,-3,0,2,4,12,0,1,1,-7.620000000000003,-5.079999999999984,-3,-1.2700000000000005,0.1,1.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,1,3:04,184,140,350,1600,1000,250,650,Las Vegas,Nevada,USA
53,Sam Alvey,Wellington Turman,-105,-115,95.23809523809524,86.95652173913044,2021-08-28,Blue,False,Middleweight,MALE,3,2,0,0,3.04,0.47,0.6,2.22,0.22,1,3,8,0,0,0,1,0,0,0,1,Orthodox,182.88,182.88,185,5,0,1,3.29,0.44,0.1,0.07,0.16,4,10,46,0,0,2,2,5,1,0,10,Southpaw,187.96,190.5,185,35,25,-3,0,-3,-9,-7,-38,0,-5,-1,-5.0800000000000125,-7.620000000000003,-10,-0.25,0.5,2.1500000000000004,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3,5:00,900,350,250,2000,450,240,400,Las Vegas,Nevada,USA
51,Makhmud Muradov,Gerald Meerschaert,-575,410,17.391304347826086,410.0,2021-08-28,Blue,False,Middleweight,MALE,3,0,1,0,3.41,0.44,1.8,2.58,0.4,2,6,24,0,0,0,0,1,6,0,7,Southpaw,185.42,195.58,185,0,3,0,5.39,0.42,0.3,0.31,0.16,3,0,9,0,0,0,1,2,0,0,3,Orthodox,187.96,190.5,185,31,33,0,-2,-1,4,6,15,0,-1,6,-2.539999999999992,5.0800000000000125,2,-1.9799999999999995,1.5,2.27,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke,2,1:49,409,225,1200,1100,1000,-150,2000,Las Vegas,Nevada,USA
50,Andre Petroski,Micheal Gillmore,-550,400,18.181818181818183,400.0,2021-08-28,Red,False,Middleweight,MALE,3,0,0,0,2.35,0.59,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,182.88,185,0,0,0,3.48,0.57,1.1,4.55,0.44,0,0,0,0,0,0,0,0,0,0,0,Switch,182.88,185.42,185,30,34,0,0,0,0,0,0,0,0,0,-2.539999999999992,-2.5400000000000205,4,-1.13,-1.1,-4.55,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Elbows,3,3:12,792,500,1100,100,1800,225,800,Las Vegas,Nevada,USA
49,Kevin Lee,Daniel Rodriguez,-145,125,68.96551724137932,125.0,2021-08-28,Blue,False,Welterweight,MALE,3,0,2,0,8.06,0.5,0.2,0.84,0.55,4,1,16,0,0,0,3,2,1,0,6,Southpaw,185.42,187.96,170,1,0,0,3.89,0.42,0.8,3.19,0.43,5,6,44,1,0,1,3,3,4,0,11,Orthodox,175.26,195.58,170,28,34,-1,2,-1,-5,-5,-28,-1,-1,-3,10.160000000000023,-7.620000000000003,6,4.17,-0.6000000000000001,-2.35,1,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,215,330,300,1600,700,330,Las Vegas,Nevada,USA
48,Ricky Turcios,Brady Hiestand,-145,125,68.96551724137932,125.0,2021-08-28,Red,False,Bantamweight,MALE,3,0,0,0,4.4,0.49,0.0,6.0,0.54,0,0,0,0,0,0,0,0,0,0,0,Orthodox,172.72,180.34,135,1,0,0,7.0,0.45,0.0,1.0,0.22,0,1,3,0,0,0,0,0,0,0,0,Orthodox,175.26,180.34,135,28,22,-1,0,0,0,-1,-3,0,0,0,-2.539999999999992,0.0,-6,-2.6,0.0,5.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3,5:00,900,165,240,700,800,350,800,Las Vegas,Nevada,USA
47,Bryan Battle,Gilbert Urbina,-200,170,50.0,170.0,2021-08-28,Red,False,Middleweight,MALE,3,0,0,0,6.21,0.59,0.0,4.14,0.33,0,0,0,0,0,0,0,0,0,0,0,Orthodox,190.5,190.5,185,0,0,0,6.34,0.52,2.1,2.07,1.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,185.42,195.58,185,26,25,0,0,0,0,0,0,0,0,0,5.079999999999984,-5.0800000000000125,-1,-0.1299999999999999,-2.1,2.07,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke,2,2:15,435,175,350,400,700,350,800,Las Vegas,Nevada,USA
46,Edson Barboza,Giga Chikadze,-125,105,80.0,105.0,2021-08-28,Blue,False,Featherweight,MALE,5,0,6,0,3.76,0.45,0.3,0.33,0.33,6,1,17,0,0,2,2,2,0,0,6,Orthodox,182.88,187.96,145,0,2,0,4.11,0.44,0.1,0.4,0.44,4,9,64,0,1,1,6,8,0,0,16,Orthodox,180.34,190.5,145,35,33,0,4,2,-10,-8,-47,0,-6,0,2.539999999999992,-2.539999999999992,-2,-0.3500000000000005,0.1999999999999999,-0.07,1,10,9,,,,,,,,,,9,,,,,,,,,,,,,10,,,,Red,KO/TKO,Punch,3,1:44,704,250,400,1400,2500,250,200,Las Vegas,Nevada,USA
64,Austin Lingo,Luis Saldana,100,-120,100.0,83.33333333,2021-08-21,Red,False,Featherweight,MALE,3,0,2,0,4.66,0.5,0.4,0.0,0.0,2,0,6,0,0,0,1,1,0,0,2,Orthodox,180.34,185.42,145,0,1,0,4.0,0.42,0.0,0.67,0.66,1,1,6,0,0,0,1,0,0,0,1,Orthodox,177.8,177.8,145,27,30,0,1,1,1,-1,0,0,1,0,2.54,7.62,3,0.66,0.4,-0.67,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,250,240,900,600,350,350,Las Vegas,Nevada,USA
69,Sasha Palatnikov,Ramiz Brahimaj,145,-165,145.0,60.60606061,2021-08-21,Blue,False,Welterweight,MALE,3,1,0,0,3.15,0.36,1.0,2.05,1.0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,177.8,182.88,170,1,0,0,6.69,0.53,0.0,0.72,1.0,1,1,5,0,0,0,0,1,0,0,1,Switch,185.42,182.88,170,32,28,0,0,-1,-1,0,-2,0,-1,0,-7.62,0.0,-4,-3.54,1.0,1.33,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke,1,2:33,153,330,330,1400,175,300,1100,Las Vegas,Nevada,USA
68,Roosevelt Roberts,Ignacio Bahamondes,-155,135,64.51612903,135.0,2021-08-21,Blue,False,Lightweight,MALE,3,1,0,0,7.56,0.42,0.0,0.0,0.0,1,1,5,0,0,0,0,1,0,0,1,Orthodox,190.5,190.5,155,1,0,0,3.14,0.44,0.9,1.44,0.29,3,2,16,0,0,0,2,0,3,0,5,Orthodox,187.96,185.42,155,27,23,0,0,-2,-4,-1,-11,0,1,-3,2.54,5.08,-4,4.42,-0.9,-1.44,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Kick,3,4:55,895,180,330,330,1600,800,350,Las Vegas,Nevada,USA
67,William Knight,Fabio Cherant,-170,150,58.82352941,150.0,2021-08-21,Red,False,Light Heavyweight,MALE,3,2,0,0,2.01,0.47,0.0,0.0,0.0,0,2,3,0,0,0,0,0,0,0,0,Southpaw,185.42,187.96,205,1,0,0,3.55,0.72,0.3,2.36,0.53,3,1,10,0,0,0,1,2,0,0,3,Orthodox,177.8,185.42,205,33,26,1,0,-3,-3,1,-7,0,-2,0,7.62,2.54,-7,-1.54,-0.3,-2.36,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,1,3:58,238,350,450,1400,600,120,500,Las Vegas,Nevada,USA
66,Bea Malecki,Josiane Nunes,-155,135,64.51612903,135.0,2021-08-21,Blue,False,Women's Bantamweight,FEMALE,3,0,0,0,10.61,0.4,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Southpaw,157.48,170.18,135,0,2,0,6.84,0.46,1.1,0.0,0.0,2,0,5,0,0,0,1,0,1,0,2,Orthodox,175.26,187.96,135,29,27,0,-2,-2,-2,0,-5,0,0,-1,-17.78,-17.78,-2,3.77,-1.1,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,1,4:54,294,165,330,550,1200,350,400,Las Vegas,Nevada,USA
65,Brian Kelleher,Domingo Pilarte,-170,150,58.82352941,150.0,2021-08-21,Red,False,Bantamweight,MALE,3,1,0,0,1.31,0.47,0.8,1.2,0.42,1,1,6,0,0,0,0,0,1,0,1,Southpaw,182.88,185.42,135,1,0,0,3.63,0.4,0.9,1.28,0.33,2,5,22,0,0,0,1,2,3,0,6,Switch,167.64,167.64,135,35,31,0,0,-1,-5,-4,-16,0,-2,-2,15.24,17.78,-4,-2.32,-0.1,-0.08,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,500,350,400,550,150,800,Las Vegas,Nevada,USA
59,Clay Guida,Mark Madsen,150,-170,150.0,58.82352941,2021-08-21,Blue,False,Lightweight,MALE,3,0,2,0,4.33,0.48,0.0,4.33,0.6,2,0,4,0,0,0,1,1,0,0,2,Orthodox,172.72,182.88,155,0,1,0,2.53,0.34,0.7,3.24,0.38,4,15,90,0,0,3,9,2,4,0,18,Orthodox,170.18,177.8,155,39,36,0,1,-2,-16,-15,-86,0,-1,-4,2.54,5.08,-3,1.8,-0.7,1.09,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3,5:00,900,275,120,900,600,700,700,Las Vegas,Nevada,USA
63,Alexandre Pantoja,Brandon Royval,-170,150,58.82352941,150.0,2021-08-21,Red,False,Flyweight,MALE,3,1,0,0,3.44,0.41,1.7,1.16,1.0,2,1,5,0,0,0,0,0,2,0,2,Southpaw,175.26,172.72,125,0,1,0,4.24,0.48,1.1,1.26,0.38,3,3,24,0,0,1,2,2,2,0,7,Orthodox,165.1,170.18,125,31,29,1,-1,-1,-5,-2,-19,0,-2,0,10.16,2.54,-2,-0.8,0.6,-0.1,1,6,3,,,,,,,,,,,,3,,,,,,,,,,,,,6,,Red,SUB,Rear Naked Choke,2,1:46,406,165,350,450,600,400,700,Las Vegas,Nevada,USA
62,Vinc Pichel,Austin Hubbard,-140,120,71.42857143,120.0,2021-08-21,Red,False,Lightweight,MALE,3,0,1,0,3.67,0.47,0.0,1.35,0.61,1,3,15,0,0,0,2,1,0,0,3,Orthodox,177.8,180.34,155,0,2,0,3.42,0.45,0.3,3.29,0.54,4,2,19,0,0,0,5,1,0,0,6,Orthodox,177.8,182.88,155,38,29,0,-1,-3,-3,1,-4,0,0,0,0.0,-2.54,-9,0.25,-0.3,-1.94,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,140,180,1200,1000,700,550,Las Vegas,Nevada,USA
61,Trevin Jones,Saidyokub Kakhramonov,-150,130,66.66666667,130.0,2021-08-21,Blue,False,Bantamweight,MALE,3,0,0,0,2.46,0.55,4.1,2.05,0.28,0,0,0,0,0,0,0,0,0,0,0,Orthodox,172.72,175.26,135,0,1,0,2.22,0.54,0.0,1.09,0.15,1,0,4,0,0,0,0,1,0,0,1,Southpaw,170.18,177.8,135,31,25,0,-1,-1,-1,0,-4,0,-1,0,2.54,-2.54,-6,0.24,4.1,0.96,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Guillotine Choke,3,4:39,879,550,275,400,700,150,600,Las Vegas,Nevada,USA
60,Parker Porter,Chase Sherman,170,-200,170.0,50.0,2021-08-21,Red,False,Heavyweight,MALE,3,1,0,0,6.24,0.45,0.0,0.0,0.0,2,6,22,0,0,0,1,2,0,0,3,Orthodox,193.04,198.12,250,0,1,0,8.48,0.51,0.7,1.42,0.3,1,1,4,0,0,0,1,0,0,0,1,Orthodox,182.88,190.5,265,36,31,1,-1,1,2,5,18,0,2,0,10.16,7.62,-5,-2.24,-0.7,-1.42,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,450,300,900,1600,500,120,Las Vegas,Nevada,USA
58,Jared Cannonier,Kelvin Gastelum,-145,125,68.96551724,125.0,2021-08-21,Red,False,Middleweight,MALE,5,1,0,0,3.53,0.41,0.1,1.05,0.32,5,7,52,1,0,3,3,3,2,0,11,Southpaw,175.26,180.34,185,1,0,0,3.6,0.49,0.0,0.12,0.33,3,5,23,0,0,0,1,5,0,0,6,Switch,180.34,195.58,185,37,29,0,0,2,5,2,29,1,-2,2,-5.08,-15.24,-8,-0.07,0.1,0.93,1,9,3,,,,,,,3,,,,,,,,,,,,,9,,,,,,,Red,U-DEC,,5,5:00,1500,300,240,1000,1100,175,600,Las Vegas,Nevada,USA
76,Vince Morales,Drako Rodriguez,-110,-110,90.90909091,90.90909091,2021-08-07,Red,False,Bantamweight,MALE,3,1,0,0,3.37,0.36,0.7,2.93,0.66,1,1,2,0,0,0,0,0,1,0,1,Orthodox,172.72,175.26,135,2,0,0,4.39,0.39,0.0,0.2,0.25,1,4,13,0,0,0,1,0,0,0,1,Orthodox,170.18,177.8,135,30,25,-1,0,0,0,-3,-11,0,0,1,2.54,-2.54,-5,-1.02,0.7,2.73,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,225,275,1000,400,350,500,Houston,Texas,USA
