,r_fighter,b_fighter,r_odds,b_odds,r_ev,b_ev,date,winner,title_bout,weight_class,gender,no_of_rounds,b_current_lose_streak,b_current_win_streak,b_draw,b_avg_sig_str_landed,b_avg_sig_str_pct,b_avg_sub_att,b_avg_td_landed,b_avg_td_pct,b_longest_win_streak,b_losses,b_total_rounds_fought,b_total_title_bouts,b_win_by_decision_majority,b_win_by_decision_split,b_win_by_decision_unanimous,b_win_by_ko_tko,b_win_by_submission,b_win_by_tko_doctor_stoppage,b_wins,b_stance,b_height_cms,b_reach_cms,b_weight_lbs,r_current_lose_streak,r_current_win_streak,r_draw,r_avg_sig_str_landed,r_avg_sig_str_pct,r_avg_sub_att,r_avg_td_landed,r_avg_td_pct,r_longest_win_streak,r_losses,r_total_rounds_fought,r_total_title_bouts,r_win_by_decision_majority,r_win_by_decision_split,r_win_by_decision_unanimous,r_win_by_ko_tko,r_win_by_submission,r_win_by_tko_doctor_stoppage,r_wins,r_stance,r_height_cms,r_reach_cms,r_weight_lbs,r_age,b_age,lose_streak_dif,win_streak_dif,longest_win_streak_dif,win_dif,loss_dif,total_round_dif,total_title_bout_dif,ko_dif,sub_dif,height_dif,reach_dif,age_dif,sig_str_dif,avg_sub_att_dif,avg_td_dif,empty_arena,b_match_weightclass_rank,r_match_weightclass_rank,r_womens_flyweight_rank,r_womens_featherweight_rank,r_womens_strawweight_rank,r_womens_bantamweight_rank,r_heavyweight_rank,r_light_heavyweight_rank,r_middleweight_rank,r_welterweight_rank,r_lightweight_rank,r_featherweight_rank,r_bantamweight_rank,r_flyweight_rank,r_pound_for_pound_rank,b_womens_flyweight_rank,b_womens_featherweight_rank,b_womens_strawweight_rank,b_womens_bantamweight_rank,b_heavyweight_rank,b_light_heavyweight_rank,b_middleweight_rank,b_welterweight_rank,b_lightweight_rank,b_featherweight_rank,b_bantamweight_rank,b_flyweight_rank,b_pound_for_pound_rank,better_rank,finish,finish_details,finish_round,finish_round_time,total_fight_time_secs,r_dec_odds,b_dec_odds,r_sub_odds,b_sub_odds,r_ko_odds,b_ko_odds,city,region,country
2091,Luan Chagas,Jimmy Wallhead,-260,220,38.46153846,220.0,2017-06-03,Red,False,Welterweight,MALE,3,1,0,0,47.0,0.34,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,177.8,185.42,170,2,0,0,43.5,0.4,0.0,0.5,0.125,0,2,6,0,0,0,0,0,0,0,0,Orthodox,182.88,190.5,170,23,33,1,0,0,0,1,-3,0,0,0,-5.08,-5.08,-10,3.5,0.0,-0.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,285,425,457,1065,175,855,Rio de Janeiro,Rio de Janeiro,Brazil
2090,Viviane Pereira,Jamie Moyle,-180,158,55.55555556,158.0,2017-06-03,Red,False,Women's Strawweight,FEMALE,3,0,1,0,73.0,0.6,0.0,3.0,0.3,1,0,3,0,0,0,1,0,0,0,1,Orthodox,154.94,165.1,115,0,1,0,25.0,0.25,0.0,1.0,1.0,1,0,3,0,0,1,0,0,0,0,1,Orthodox,154.94,160.02,115,23,28,0,0,0,0,0,0,0,0,0,0.0,5.08,-5,48.0,0.0,2.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,120,222,660,1310,575,1385,Rio de Janeiro,Rio de Janeiro,Brazil
2089,Iuri Alcantara,Brian Kelleher,-380,315,26.31578947,315.0,2017-06-03,Blue,False,Bantamweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Switch,167.64,167.64,135,0,2,0,28.28571429,0.475714286,0.571428571,1.071428571,0.368571429,3,5,33,0,0,1,4,2,2,0,9,Southpaw,175.26,180.34,135,36,30,0,-2,-3,-9,5,-33,0,-2,-2,-7.62,-12.7,6,-28.28571429,-0.571428571,-1.071428571,0,,13,,,,,,,,,,,13,,,,,,,,,,,,,,,,Red,SUB,Guillotine Choke,1,1:48,108,195,603,176,1160,475,900,Rio de Janeiro,Rio de Janeiro,Brazil
2087,Raphael Assuncao,Marlon Moraes,220,-260,220.0,38.46153846,2017-06-03,Red,False,Bantamweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,167.64,170.18,135,0,1,0,47.0,0.437,0.2,1.1,0.23,7,2,26,0,0,2,4,1,1,0,8,Orthodox,165.1,167.64,135,34,29,0,-1,-7,-8,2,-26,0,-1,-1,2.54,2.54,5,-47.0,-0.2,-1.1,0,,3,,,,,,,,,,,3,,,,,,,,,,,,,,,,Red,S-DEC,,3,5:00,900,300,125,800,1250,1200,325,Rio de Janeiro,Rio de Janeiro,Brazil
2086,Erick Silva,Yancy Medeiros,120,-140,120.0,71.42857143,2017-06-03,Blue,False,Welterweight,MALE,3,0,1,0,27.33333333,0.35,0.444444444,0.0,0.0,2,5,15,0,0,1,0,0,3,0,4,Orthodox,177.8,190.5,155,0,1,0,17.15384615,0.551538462,0.769230769,0.461538462,0.185384615,2,6,23,0,0,0,0,2,5,0,7,Orthodox,182.88,187.96,170,32,29,0,0,0,-3,1,-8,0,-2,-2,-5.08,2.54,3,10.17948718,-0.324786325,-0.461538462,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,2,2:01,421,200,475,400,550,485,225,Rio de Janeiro,Rio de Janeiro,Brazil
2085,Paulo Costa,Oluwale Bamgbose,-265,225,37.73584906,225.0,2017-06-03,Red,False,Middleweight,MALE,3,1,0,0,11.66666667,0.456666667,0.0,0.0,0.0,1,2,5,0,0,0,0,1,0,0,1,Switch,180.34,198.12,185,0,1,0,22.0,0.68,0.0,0.0,0.0,1,0,1,0,0,0,0,1,0,0,1,Orthodox,185.42,182.88,185,26,29,-1,-1,0,0,-2,4,0,0,0,-5.08,15.24,-3,-10.33333333,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,2,1:06,366,900,1125,900,1150,-160,360,Rio de Janeiro,Rio de Janeiro,Brazil
2084,Vitor Belfort,Nate Marquardt,-180,158,55.55555556,158.0,2017-06-03,Red,False,Middleweight,MALE,3,1,0,0,23.56521739,0.519565217,0.608695652,1.391304348,0.454347826,4,10,48,1,0,0,4,6,3,0,13,Orthodox,182.88,187.96,185,3,0,0,10.33333333,0.50875,0.333333333,0.25,0.114583333,3,10,35,6,0,0,0,11,2,1,14,Southpaw,182.88,187.96,185,40,38,2,0,1,-1,0,13,-5,-6,1,0.0,0.0,2,13.23188406,0.275362319,1.141304348,0,,11,,,,,,,11,,,,,,,,,,,,,,,,,,,,Red,U-DEC,,3,5:00,900,900,860,1200,800,-120,255,Rio de Janeiro,Rio de Janeiro,Brazil
2083,Claudia Gadelha,Karolina Kowalkiewicz,-280,240,35.71428571,240.0,2017-06-03,Red,False,Women's Strawweight,FEMALE,3,1,0,0,79.75,0.35,0.0,0.0,0.0,3,1,14,1,0,1,2,0,0,0,3,Orthodox,160.02,162.56,115,0,1,0,61.0,0.416,0.8,5.2,0.712,1,2,17,1,0,0,3,0,0,0,3,Orthodox,162.56,160.02,115,28,31,-1,-1,2,0,1,-3,0,0,0,-2.54,2.54,-3,18.75,-0.8,-5.2,0,2,1,,,1,,,,,,,,,,,,,2,,,,,,,,,,,Red,SUB,Rear Naked Choke,1,3:03,183,-160,350,675,1650,725,1000,Rio de Janeiro,Rio de Janeiro,Brazil
2082,Jose Aldo,Max Holloway,-145,125,68.96551724,125.0,2017-06-03,Blue,True,Featherweight,MALE,5,0,10,0,66.1875,0.4275,0.4375,0.25,0.1875,10,3,40,1,0,1,4,6,2,0,13,Orthodox,180.34,175.26,155,0,1,0,56.55555556,0.403333333,0.333333333,1.333333333,0.264444444,7,1,36,9,0,0,6,2,0,0,8,Orthodox,170.18,177.8,145,30,25,0,9,3,5,-2,4,-8,4,2,10.16,-2.54,5,9.63194444,0.104166667,-1.083333333,0,1,0,,,,,,,,,,0,,,4,,,,,,,,,,1,,,12,Red,KO/TKO,Punches,3,4:13,853,175,260,1000,1250,350,450,Rio de Janeiro,Rio de Janeiro,Brazil
2098,Pedro Munhoz,Damian Stasiak,-670,485,14.92537313,485.0,2017-05-28,Red,False,Bantamweight,MALE,3,0,2,0,8.666666667,0.503333333,1.0,2.333333333,0.646666667,2,1,7,0,0,0,0,0,2,0,2,Orthodox,165.1,177.8,135,0,2,0,27.83333333,0.525,0.833333333,0.5,0.25,2,3,11,0,0,0,0,1,2,0,3,Orthodox,167.64,165.1,135,30,27,0,0,0,-1,2,-4,0,-1,0,-2.54,12.7,3,-19.16666666,0.166666667,1.833333333,0,,12,,,,,,,,,,,12,,,,,,,,,,,,,,,,Red,U-DEC,,3,5:00,900,188,860,125,2165,394,2700,Stockholm,Sweden,Sweden
2103,Marcin Held,Damir Hadzovic,-290,245,34.48275862,245.0,2017-05-28,Blue,False,Lightweight,MALE,3,1,0,0,11.0,0.25,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,Orthodox,175.26,177.8,155,2,0,0,26.5,0.325,0.5,2.5,0.5,0,2,6,0,0,0,0,0,0,0,0,Orthodox,175.26,180.34,155,25,30,1,0,0,0,1,-5,0,0,0,0.0,-2.54,-5,-15.5,-0.5,-2.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Knee,3,0:07,607,189,420,170,2100,796,725,Stockholm,Sweden,Sweden
2102,Darren Till,Jessin Ayari,-275,235,36.36363636,235.0,2017-05-28,Red,False,Welterweight,MALE,3,0,1,0,70.0,0.4,0.0,0.0,0.0,1,0,3,0,0,1,0,0,0,0,1,Orthodox,182.88,185.42,155,1,0,0,37.0,0.575,0.0,0.0,0.0,1,1,5,0,0,0,0,1,0,0,1,Southpaw,182.88,187.96,170,24,24,1,1,0,0,1,-2,0,-1,0,0.0,-2.54,0,33.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,220,314,900,2800,110,2350,Stockholm,Sweden,Sweden
2101,Nico Musoke,Bojan Velickovic,-130,110,76.92307692,110.0,2017-05-28,Blue,False,Welterweight,MALE,3,2,0,0,28.0,0.343333333,0.666666667,0.666666667,0.233333333,1,2,9,0,0,0,1,0,0,0,1,Southpaw,182.88,193.04,170,1,0,0,45.6,0.398,0.2,1.0,0.346,2,2,13,0,0,0,2,0,1,0,3,Orthodox,182.88,190.5,170,31,28,-1,0,-1,-2,0,-4,0,0,-1,0.0,2.54,3,-17.6,0.466666667,-0.333333333,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,140,228,1095,686,875,570,Stockholm,Sweden,Sweden
2100,Reza Madadi,Joaquim Silva,135,-155,135.0,64.51612903,2017-05-28,Blue,False,Lightweight,MALE,3,0,2,0,27.5,0.525,0.0,0.0,0.0,2,0,4,0,0,1,0,1,0,0,2,Orthodox,172.72,175.26,155,1,0,0,33.33333333,0.566666667,0.5,2.333333333,0.428333333,1,3,17,0,0,0,0,1,2,0,3,Orthodox,180.34,182.88,155,38,28,1,2,1,-1,3,-13,0,0,-2,-7.62,-7.62,10,-5.83333333,-0.5,-2.333333333,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3,5:00,900,200,159,950,1353,1745,345,Stockholm,Sweden,Sweden
2099,Trevor Smith,Chris Camozzi,130,-150,130.0,66.66666667,2017-05-28,Red,False,Middleweight,MALE,3,2,0,0,43.88888889,0.487222222,0.333333333,0.222222222,0.097222222,4,9,46,0,0,2,4,1,1,1,9,Orthodox,187.96,193.04,185,1,0,0,43.125,0.54625,0.75,1.125,0.21375,2,4,20,0,0,1,3,0,0,0,4,Orthodox,190.5,190.5,185,36,30,-1,0,2,5,-5,26,0,2,1,-2.54,2.54,6,0.76388889,-0.416666667,-0.902777778,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,180,161,865,1355,1408,396,Stockholm,Sweden,Sweden
2093,Volkan Oezdemir,Misha Cirkunov,375,-470,375.0,21.27659574,2017-05-28,Red,False,Light Heavyweight,MALE,3,0,4,0,27.0,0.555,0.75,2.25,0.56,4,0,7,0,0,0,0,1,3,0,4,Orthodox,190.5,195.58,205,0,1,0,82.0,0.45,0.0,0.0,0.0,1,0,3,0,0,1,0,0,0,0,1,Orthodox,187.96,190.5,205,27,30,0,3,3,3,0,4,0,1,3,2.54,5.08,-3,-55.0,0.75,2.25,0,7,5,,,,,,5,,,,,,,,,,,,,7,,,,,,,,Red,KO/TKO,Punch,1,0:28,28,850,355,1650,-105,675,350,Stockholm,Sweden,Sweden
2097,Jack Hermansson,Alex Nicholson,-165,145,60.60606061,145.0,2017-05-28,Red,False,Middleweight,MALE,3,1,0,0,38.66666667,0.446666667,0.0,0.0,0.0,1,2,6,0,0,0,0,1,0,0,1,Orthodox,193.04,205.74,185,1,0,0,51.0,0.42,0.0,0.5,0.08,1,1,5,0,0,0,1,0,0,0,1,Orthodox,185.42,195.58,185,28,27,0,0,0,0,-1,1,0,1,0,7.62,10.16,1,-12.33333333,0.0,-0.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,1,2:00,120,135,410,600,1200,575,350,Stockholm,Sweden,Sweden
2096,Oliver Enkamp,Nordine Taleb,275,-335,275.0,29.85074627,2017-05-28,Blue,False,Welterweight,MALE,3,1,0,0,40.16666667,0.53,0.0,2.166666667,0.583333333,3,2,16,0,0,1,2,1,0,0,4,Orthodox,185.42,187.96,170,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Switch,182.88,195.58,170,25,35,-1,0,3,4,-2,16,0,1,0,2.54,-7.62,-10,40.16666667,0.0,2.166666667,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,650,-105,900,975,1350,235,Stockholm,Sweden,Sweden
2095,Abdul Razak Alhassan,Omari Akhmedov,-275,235,36.36363636,235.0,2017-05-28,Blue,False,Welterweight,MALE,3,0,1,0,27.57142857,0.388571429,0.285714286,1.857142857,0.417142857,2,3,15,0,0,0,2,2,0,0,4,Orthodox,182.88,185.42,185,0,1,0,12.0,0.54,0.0,0.0,0.0,1,0,1,0,0,0,0,1,0,0,1,Orthodox,177.8,185.42,170,31,29,0,0,1,3,-3,14,0,1,0,5.08,0.0,2,15.57142857,0.285714286,1.857142857,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3,5:00,900,575,565,2000,700,-160,550,Stockholm,Sweden,Sweden
2094,Peter Sobotta,Ben Saunders,-135,115,74.07407407,115.0,2017-05-28,Red,False,Welterweight,MALE,3,0,1,0,29.41666667,0.585,0.75,0.166666667,0.166666667,3,4,25,0,0,1,2,2,3,0,8,Orthodox,187.96,195.58,170,0,1,0,22.85714286,0.39,0.571428571,1.571428571,0.377142857,2,4,17,0,0,0,2,0,1,0,3,Southpaw,182.88,190.5,170,30,34,0,0,1,5,0,8,0,2,2,5.08,5.08,-4,6.55952381,0.178571429,-1.404761904,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Knee,2,2:29,449,185,250,765,575,475,480,Stockholm,Sweden,Sweden
2092,Alexander Gustafsson,Glover Teixeira,-300,250,33.33333333,250.0,2017-05-28,Red,False,Light Heavyweight,MALE,5,0,1,0,33.83333333,0.451666667,0.416666667,1.5,0.358333333,5,3,26,1,0,0,2,3,3,1,9,Orthodox,187.96,193.04,205,0,1,0,41.84615385,0.391538462,0.384615385,1.307692308,0.324615385,6,4,30,2,0,0,3,4,2,0,9,Orthodox,195.58,200.66,205,30,37,0,0,-1,0,1,-4,-1,0,1,-7.62,-7.62,-7,-8.01282052,0.032051282,0.192307692,0,2,1,,,,,,1,,,,,,,,,,,,,2,,,,,,,,Red,KO/TKO,Punches,5,1:07,1267,225,750,1400,1000,-110,525,Stockholm,Sweden,Sweden
2109,Chas Skelly,Jason Knight,-110,-110,90.90909091,90.90909091,2017-05-13,Blue,False,Featherweight,MALE,3,0,3,0,48.5,0.405,2.25,1.75,0.325,3,1,11,0,0,1,1,0,1,0,3,Orthodox,177.8,180.34,145,0,2,0,16.5,0.44,1.75,1.125,0.36125,4,2,17,0,0,0,1,1,4,0,6,Orthodox,180.34,182.88,145,32,24,0,1,-1,-3,1,-6,0,-1,-3,-2.54,-2.54,8,32.0,0.5,0.625,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,3,0:39,639,225,250,350,675,1045,600,Dallas,Texas,USA
2114,Joachim Christensen,Gadzhimurad Antigulov,315,-380,315.0,26.31578947,2017-05-13,Blue,False,Light Heavyweight,MALE,3,0,1,0,0.0,0.0,1.0,1.0,1.0,1,0,1,0,0,0,0,0,1,0,1,Orthodox,180.34,177.8,205,0,1,0,45.5,0.415,0.0,0.0,0.0,1,1,5,0,0,0,0,1,0,0,1,Orthodox,190.5,193.04,205,38,30,0,0,0,0,1,-4,0,-1,1,-10.16,-15.24,8,-45.5,1.0,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke,1,2:21,141,785,347,1075,-110,716,605,Dallas,Texas,USA
2113,Gabriel Benitez,Enrique Barzola,-135,115,74.07407407,115.0,2017-05-13,Blue,False,Featherweight,MALE,3,0,1,0,55.0,0.473333333,0.0,4.333333333,0.413333333,1,1,9,1,0,0,2,0,0,0,2,Switch,170.18,177.8,145,0,1,0,33.25,0.4325,1.75,0.0,0.0,2,1,9,0,0,0,1,0,2,0,3,Southpaw,172.72,180.34,145,28,28,0,0,-1,-1,0,0,1,0,-2,-2.54,-2.54,0,21.75,-1.75,4.333333333,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,196,172,572,1845,445,950,Dallas,Texas,USA
2111,James Vick,Polo Reyes,-355,320,28.16901408,320.0,2017-05-13,Red,False,Lightweight,MALE,3,0,3,0,65.0,0.356666667,0.0,0.0,0.0,3,0,7,0,0,1,0,2,0,0,3,Orthodox,180.34,180.34,155,0,1,0,36.42857143,0.315714286,0.714285714,0.142857143,0.071428571,5,1,15,0,0,0,3,0,3,0,6,Orthodox,190.5,193.04,155,30,32,0,2,-2,-3,1,-8,0,2,-3,-10.16,-12.7,-2,28.57142857,-0.714285714,-0.142857143,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,331,692,160,2050,320,525,Dallas,Texas,USA
2110,Chase Sherman,Rashad Coulter,-110,-110,90.90909091,90.90909091,2017-05-13,Red,False,Heavyweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,193.04,205,2,0,0,39.5,0.33,0.0,0.0,0.0,0,2,5,0,0,0,0,0,0,0,0,Orthodox,193.04,198.12,250,27,35,2,0,0,0,2,-5,0,0,0,-12.7,-5.08,-8,-39.5,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Elbow,2,3:36,516,515,791,825,1475,190,135,Dallas,Texas,USA
2112,Jessica Aguilar,Cortney Casey,140,-160,140.0,62.5,2017-05-13,Blue,False,Women's Strawweight,FEMALE,3,1,0,0,39.4,0.504,0.2,0.4,0.2,2,3,11,0,0,0,0,1,1,0,2,Orthodox,170.18,170.18,115,1,0,0,70.0,0.37,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,160.02,160.02,115,35,30,0,0,2,2,-2,8,0,1,1,10.16,10.16,5,-30.6,0.2,0.4,0,,12,,,12,,,,,,,,,,,,,,,,,,,,,,,,Red,U-DEC,,3,5:00,900,175,157,950,455,1455,700,Dallas,Texas,USA
2108,Krzysztof Jotko,David Branch,-170,150,58.82352941,150.0,2017-05-13,Blue,False,Middleweight,MALE,3,1,0,0,14.25,0.46,0.0,2.0,0.425,2,2,11,0,0,0,2,0,0,0,2,Orthodox,185.42,198.12,185,0,5,0,35.57142857,0.474285714,0.0,1.0,0.344285714,5,1,18,0,0,1,4,1,0,0,6,Southpaw,185.42,195.58,185,27,35,-1,-5,-3,-4,-1,-7,0,-1,0,0.0,2.54,-8,-21.32142857,0.0,1.0,0,,9,,,,,,,9,,,,,,,,,,,,,,,,,,,,Red,S-DEC,,3,5:00,900,135,220,1200,700,430,1200,Dallas,Texas,USA
2106,Demian Maia,Jorge Masvidal,-115,-105,86.95652174,95.23809524,2017-05-13,Red,False,Welterweight,MALE,3,0,3,0,56.61538462,0.513076923,0.538461538,1.153846154,0.380769231,3,4,35,0,0,0,5,3,1,0,9,Orthodox,180.34,187.96,170,0,6,0,21.29166667,0.550833333,1.0,2.333333333,0.408333333,6,6,62,1,0,0,8,1,9,0,18,Southpaw,185.42,182.88,170,39,32,0,-3,-3,-9,2,-27,-1,2,-8,-5.08,5.08,7,35.32371795,-0.461538462,-1.179487179,0,5,3,,,,,,,,3,,,,,,,,,,,,,5,,,,,,Red,S-DEC,,3,5:00,900,350,275,230,1800,1500,240,Dallas,Texas,USA
2105,Joanna Jedrzejczyk,Jessica Andrade,-190,165,52.63157895,165.0,2017-05-13,Red,True,Women's Strawweight,FEMALE,5,0,3,0,66.6,0.57,0.5,1.7,0.574,3,3,21,0,0,1,3,1,2,0,7,Orthodox,154.94,157.48,115,0,7,0,118.5714286,0.452857143,0.0,0.285714286,0.214285714,7,0,26,5,0,1,4,2,0,0,7,Orthodox,167.64,165.1,125,29,25,0,-4,-4,0,-3,-5,-5,-1,2,-12.7,-7.62,4,-51.9714286,0.5,1.414285714,0,3,0,,,0,,,,,,,,,,7,,,3,,,,,,,,,,,Red,U-DEC,,5,5:00,1500,120,365,1500,775,300,500,Dallas,Texas,USA
2104,Stipe Miocic,Junior Dos Santos,-165,145,60.60606061,145.0,2017-05-13,Red,True,Heavyweight,MALE,5,0,1,0,59.13333333,0.516666667,0.066666667,0.333333333,0.233333333,9,3,41,4,0,0,4,8,0,0,12,Orthodox,193.04,195.58,238,0,4,0,50.0,0.528333333,0.0,1.416666667,0.401666667,4,2,28,2,0,0,3,7,0,0,10,Orthodox,193.04,203.2,240,34,33,0,-3,5,2,-1,13,2,1,0,0.0,-7.62,1,9.13333333,0.066666667,-1.083333334,0,4,0,,,,,0,,,,,,,,6,,,,,4,,,,,,,,,Red,KO/TKO,Punch,1,2:22,142,500,415,1800,1650,125,150,Dallas,Texas,USA
2107,Frankie Edgar,Yair Rodriguez,-140,120,71.42857143,120.0,2017-05-13,Red,False,Featherweight,MALE,3,0,6,0,57.0,0.461666667,1.166666667,1.333333333,0.508333333,6,0,18,1,0,2,2,2,0,0,6,Orthodox,180.34,180.34,145,0,1,0,62.19047619,0.42,0.476190476,3.142857143,0.318095238,5,6,77,8,0,0,9,4,2,0,15,Orthodox,167.64,172.72,145,35,24,0,5,1,-9,6,-59,-7,-2,-2,12.7,7.62,11,-5.19047619,0.690476191,-1.80952381,0,7,2,,,,,,,,,,2,,,,,,,,,,,,,7,,,,Red,KO/TKO,,2,5:00,600,125,275,1000,1200,700,380,Dallas,Texas,USA
2121,Thales Leites,Sam Alvey,-125,105,80.0,105.0,2017-04-22,Red,False,Middleweight,MALE,3,0,4,0,29.4,0.526,0.1,0.0,0.0,4,3,19,0,0,0,2,4,1,0,7,Southpaw,187.96,190.5,205,1,0,0,24.29411765,0.400588235,1.0,1.823529412,0.294117647,5,6,45,1,0,1,3,2,5,0,11,Orthodox,185.42,198.12,185,35,30,1,4,-1,-4,3,-26,-1,2,-4,2.54,-7.62,5,5.10588235,-0.9,-1.823529412,0,13,11,,,,,,,11,,,,,,,,,,,,,13,,,,,,,Red,U-DEC,,3,5:00,900,175,190,350,1800,525,485,Nashville,Tennessee,USA
2127,Hector Sandoval,Matt Schnell,130,-150,130.0,66.66666667,2017-04-22,Red,False,Flyweight,MALE,3,1,0,0,14.0,0.42,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,Orthodox,172.72,177.8,135,0,1,0,19.0,0.435,1.0,1.0,0.08,1,1,4,0,0,0,1,0,0,0,1,Orthodox,157.48,162.56,125,30,27,-1,-1,-1,-1,0,-3,0,0,0,15.24,15.24,3,-5.0,-1.0,-1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,1,4:24,264,250,210,900,285,631,850,Nashville,Tennessee,USA
2126,Bryan Barberena,Joe Proctor,-330,270,30.3030303,270.0,2017-04-22,Red,False,Welterweight,MALE,3,1,0,0,30.57142857,0.388571429,1.142857143,0.0,0.0,2,3,14,0,0,0,1,2,1,0,4,Orthodox,177.8,182.88,155,1,0,0,68.8,0.476,0.2,0.4,0.266,2,2,14,0,0,0,1,1,1,0,3,Southpaw,182.88,182.88,170,27,31,0,0,0,1,-1,0,0,1,0,-5.08,0.0,-4,-38.22857143,0.942857143,-0.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,1,3:30,210,159,452,650,1300,207,1150,Nashville,Tennessee,USA
2125,Alexis Davis,Cindy Dandois,-290,245,34.48275862,245.0,2017-04-22,Red,False,Women's Bantamweight,FEMALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,170.18,172.72,135,1,0,0,34.0,0.456666667,0.833333333,0.666666667,0.331666667,3,2,14,1,0,1,2,0,1,0,4,Orthodox,167.64,172.72,125,32,32,1,0,-3,-4,2,-14,-1,0,-1,2.54,0.0,0,-34.0,-0.833333333,-0.666666667,0,,10,,,,10,,,,,,,,,,,,,,,,,,,,,,,Red,U-DEC,,3,5:00,900,175,503,300,575,415,1360,Nashville,Tennessee,USA
2124,Jessica Penne,Danielle Taylor,-110,-110,90.90909091,90.90909091,2017-04-22,Blue,False,Women's Strawweight,FEMALE,3,0,1,0,31.0,0.215,0.0,0.5,0.5,1,1,6,0,0,1,0,0,0,0,1,Orthodox,152.4,152.4,115,2,0,0,30.33333333,0.32,0.0,1.333333333,0.166666667,1,2,8,1,0,1,0,0,0,0,1,Orthodox,165.1,170.18,115,34,27,2,1,0,0,1,-2,-1,0,0,-12.7,-17.78,7,0.66666667,0.0,-0.833333333,0,,14,,,14,,,,,,,,,,,,,,,,,,,,,,,,Red,U-DEC,,3,5:00,900,163,159,545,1900,1400,634,Nashville,Tennessee,USA
2123,Scott Holtzman,Michael McBride,-280,240,35.71428571,240.0,2017-04-22,Red,False,Lightweight,MALE,3,1,0,0,16.0,0.51,0.0,0.0,0.0,0,1,2,0,0,0,0,0,0,0,0,Orthodox,185.42,190.5,155,1,0,0,56.75,0.4875,0.5,2.25,0.62,1,2,12,0,0,0,1,0,1,0,2,Orthodox,175.26,175.26,155,33,31,0,0,-1,-2,1,-10,0,0,-1,10.16,15.24,2,-40.75,-0.5,-2.25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,150,490,650,612,215,1450,Nashville,Tennessee,USA
2122,Dustin Ortiz,Brandon Moreno,-120,100,83.33333333,100.0,2017-04-22,Blue,False,Flyweight,MALE,3,0,2,0,31.0,0.545,1.0,3.0,0.69,2,0,4,0,0,1,0,0,1,0,2,Orthodox,170.18,177.8,125,0,1,0,44.0,0.457777778,0.111111111,2.333333333,0.296666667,2,4,27,0,0,3,0,2,0,0,5,Orthodox,165.1,165.1,125,28,23,0,1,0,-3,4,-23,0,-2,1,5.08,12.7,5,-13.0,0.888888889,0.666666667,0,10,9,,,,,,,,,,,,9,,,,,,,,,,,,,10,,Red,SUB,Rear Naked Choke,2,4:06,546,-115,260,550,800,800,1300,Nashville,Tennessee,USA
